MONTHS_WORKED;HOURS_PER_WEEK;SALARY;URBAN_RURAL;SEX;AGE;SEX_BK;OCCUPATION_BK;OCCUPATION
12;36;100000.0;1;0;43;F;basurero;11
12;48;1400000.0;1;0;72;F;basurero;11
12;48;250000.0;1;1;53;M;basurero;11
12;56;50000.0;1;0;35;F;basurero;11
12;30;240000.0;1;0;56;F;basurero;11
10;48;1000000.0;1;0;88;F;basurero;11
12;12;140000.0;1;0;29;F;basurero;11
12;50;275000.0;1;1;7;M;basurero;11
12;30;600000.0;1;1;13;M;basurero;11
12;40;300000.0;1;0;7;F;basurero;11
12;40;250000.0;1;0;82;F;basurero;11
12;15;100000.0;1;1;35;M;basurero;11
12;48;400000.0;1;1;20;M;basurero;11
12;48;1000000.0;1;0;28;F;basurero;11
12;84;420000.0;1;1;56;M;basurero;11
12;84;420000.0;1;0;24;F;basurero;11
12;98;420000.0;1;1;31;M;basurero;11
6;40;120000.0;1;1;38;M;basurero;11
12;42;100000.0;1;0;52;F;basurero;11
12;40;200000.0;1;1;34;M;basurero;11
6;20;300000.0;1;1;28;M;basurero;11
12;30;350000.0;1;0;24;F;basurero;11
12;40;500000.0;1;0;5;F;basurero;11
12;30;500000.0;1;1;66;M;basurero;11
12;35;600000.0;1;0;48;F;basurero;11
12;42;300000.0;1;0;56;F;basurero;11
8;24;70000.0;1;1;65;M;basurero;11
12;36;1000000.0;1;1;38;M;basurero;11
12;48;500000.0;1;1;47;M;basurero;11
12;40;480000.0;1;1;23;M;basurero;11
12;20;80000.0;1;0;11;F;basurero;11
12;40;200000.0;1;0;31;F;basurero;11
12;48;900000.0;1;0;39;F;basurero;11
12;48;1160000.0;1;0;39;F;basurero;11
8;30;180000.0;1;0;18;F;basurero;11
12;30;200000.0;1;0;32;F;basurero;11
12;30;100000.0;1;0;33;F;basurero;11
12;48;11000000.0;1;1;22;M;basurero;11
12;48;700000.0;1;1;44;M;basurero;11
12;48;1160000.0;1;0;52;F;basurero;11
12;48;1160000.0;1;1;7;M;basurero;11
12;36;400000.0;1;0;39;F;basurero;11
12;30;2900000.0;1;0;14;F;basurero;11
12;48;150000.0;1;1;8;M;basurero;11
12;48;500000.0;1;0;37;F;basurero;11
12;30;500000.0;1;1;65;M;basurero;11
12;20;100000.0;1;0;70;F;basurero;11
12;42;800000.0;1;0;22;F;basurero;11
12;7;150000.0;1;0;60;F;basurero;11
12;20;80000.0;1;0;34;F;basurero;11
12;30;250000.0;1;1;36;M;basurero;11
12;56;550000.0;2;0;9;F;basurero;11
8;30;200000.0;1;0;68;F;basurero;11
12;25;300000.0;1;0;19;F;basurero;11
12;50;1300000.0;1;0;44;F;basurero;11
12;50;1000000.0;1;0;44;F;basurero;11
12;48;200000.0;1;1;52;M;basurero;11
12;72;1200000.0;1;0;19;F;basurero;11
12;50;100000.0;1;1;11;M;basurero;11
2;48;700000.0;1;0;63;F;basurero;11
12;72;300000.0;1;0;36;F;basurero;11
12;48;250000.0;1;0;7;F;basurero;11
12;40;480000.0;1;1;34;M;basurero;11
6;40;100000.0;1;0;20;F;basurero;11
12;48;700000.0;1;0;6;F;basurero;11
12;49;600000.0;1;0;31;F;basurero;11
12;35;300000.0;1;0;64;F;basurero;11
12;70;200000.0;1;0;63;F;basurero;11
12;48;1160000.0;1;0;74;F;basurero;11
12;20;100000.0;1;0;41;F;basurero;11
12;54;600000.0;1;1;28;M;basurero;11
12;40;550000.0;1;0;18;F;basurero;11
12;28;350000.0;1;1;38;M;basurero;11
12;12;205000.0;2;1;36;M;basurero;11
12;40;200000.0;1;0;18;F;basurero;11
12;48;1160000.0;1;1;66;M;basurero;11
12;60;400000.0;1;1;26;M;basurero;11
12;48;600000.0;1;1;48;M;basurero;11
12;5;50000.0;1;1;37;M;basurero;11
12;40;800000.0;1;0;73;F;basurero;11
12;40;700000.0;1;0;71;F;basurero;11
12;40;700000.0;1;1;10;M;basurero;11
12;52;800000.0;1;1;43;M;basurero;11
12;40;600000.0;1;0;24;F;basurero;11
12;48;1500000.0;1;1;66;M;basurero;11
12;48;1200000.0;1;0;32;F;basurero;11
7;20;800000.0;1;0;43;F;basurero;11
12;27;200000.0;1;1;58;M;basurero;11
12;30;120000.0;1;0;62;F;basurero;11
12;25;150000.0;1;0;15;F;basurero;11
12;40;150000.0;1;1;89;M;basurero;11
10;40;100000.0;1;0;70;F;basurero;11
12;48;250000.0;1;0;59;F;basurero;11
12;48;200000.0;1;0;82;F;basurero;11
12;48;650000.0;1;1;63;M;basurero;11
12;36;450000.0;1;0;59;F;basurero;11
12;48;400000.0;1;0;33;F;basurero;11
12;3;30000.0;1;1;38;M;basurero;11
12;54;200000.0;1;0;62;F;basurero;11
12;35;700000.0;1;1;31;M;basurero;11
12;40;900000.0;1;0;68;F;basurero;11
12;42;750000.0;1;1;63;M;basurero;11
12;12;80000.0;1;1;46;M;basurero;11
12;35;500000.0;1;1;21;M;basurero;11
12;48;1160000.0;1;1;36;M;basurero;11
12;30;250000.0;1;0;30;F;basurero;11
12;45;700000.0;1;1;23;M;basurero;11
12;10;80000.0;1;0;51;F;basurero;11
12;10;50000.0;1;0;40;F;basurero;11
12;40;400000.0;1;1;57;M;basurero;11
12;50;700000.0;1;1;53;M;basurero;11
12;20;70000.0;1;0;59;F;basurero;11
12;15;70000.0;1;1;66;M;basurero;11
12;20;90000.0;1;1;54;M;basurero;11
12;40;200000.0;1;0;21;F;basurero;11
12;55;300000.0;1;1;36;M;basurero;11
12;40;300000.0;1;1;28;M;basurero;11
12;12;80000.0;1;1;27;M;basurero;11
3;20;150000.0;1;1;19;M;basurero;11
12;40;800000.0;1;1;22;M;basurero;11
12;48;400000.0;1;1;10;M;basurero;11
12;40;450000.0;1;1;9;M;basurero;11
12;40;450000.0;1;0;55;F;basurero;11
9;48;1360000.0;1;0;39;F;basurero;11
12;60;500000.0;1;1;21;M;basurero;11
12;60;300000.0;1;1;78;M;basurero;11
11;60;200000.0;1;1;54;M;basurero;11
12;20;200000.0;1;1;25;M;basurero;11
12;40;300000.0;1;1;21;M;basurero;11
12;60;580000.0;1;1;48;M;basurero;11
12;60;700000.0;1;0;23;F;basurero;11
12;65;900000.0;1;0;69;F;basurero;11
12;30;250000.0;1;0;59;F;basurero;11
12;40;120000.0;1;1;66;M;basurero;11
12;48;1300000.0;1;0;69;F;basurero;11
12;32;150000.0;1;0;46;F;basurero;11
12;48;600000.0;1;1;57;M;basurero;11
12;35;800000.0;1;0;51;F;basurero;11
12;48;400000.0;1;1;27;M;basurero;11
1;25;350000.0;1;1;55;M;basurero;11
12;42;80000.0;1;0;28;F;basurero;11
12;28;80000.0;1;0;22;F;basurero;11
12;36;300000.0;2;0;8;F;basurero;11
12;50;200000.0;2;1;59;M;basurero;11
12;40;250000.0;1;0;31;F;basurero;11
12;48;1000000.0;1;0;13;F;secretario;20
11;45;1160000.0;1;1;15;M;secretario;20
12;40;2200000.0;1;0;34;F;secretario;20
12;48;4900000.0;1;1;26;M;secretario;20
12;30;1100000.0;1;0;33;F;secretario;20
12;48;1160000.0;1;0;38;F;secretario;20
12;40;1600000.0;1;1;37;M;secretario;20
12;48;1650000.0;1;0;46;F;secretario;20
12;48;1160000.0;1;0;68;F;secretario;20
12;48;1500000.0;1;0;17;F;secretario;20
12;48;2000000.0;1;1;77;M;secretario;20
12;48;2000000.0;1;0;37;F;secretario;20
12;48;1200000.0;1;0;53;F;secretario;20
12;48;1160000.0;1;1;24;M;secretario;20
11;40;3000000.0;1;1;24;M;secretario;20
12;48;1000000.0;1;1;73;M;secretario;20
12;48;1117172.0;1;0;38;F;secretario;20
12;48;1300000.0;1;1;21;M;secretario;20
12;48;1160000.0;1;1;66;M;secretario;20
12;48;1160000.0;1;1;14;M;secretario;20
6;48;1000000.0;1;1;57;M;secretario;20
7;40;1700000.0;1;0;22;F;secretario;20
12;40;1360000.0;1;1;58;M;secretario;20
12;48;1200000.0;1;1;18;M;secretario;20
12;40;1450000.0;1;1;6;M;secretario;20
10;44;1300000.0;1;1;41;M;secretario;20
10;35;1200000.0;1;0;33;F;secretario;20
12;48;1300000.0;1;0;65;F;secretario;20
12;48;1160000.0;1;1;38;M;secretario;20
12;48;2800000.0;1;0;42;F;secretario;20
12;60;6200000.0;1;1;44;M;secretario;20
12;48;1160000.0;2;1;75;M;secretario;20
11;48;1160000.0;2;0;37;F;secretario;20
12;48;1160000.0;1;0;24;F;secretario;20
12;48;1200000.0;1;1;26;M;secretario;20
12;40;2200000.0;1;0;18;F;secretario;20
12;48;1300000.0;1;1;45;M;secretario;20
2;45;600000.0;1;0;51;F;secretario;20
12;48;1160000.0;1;1;45;M;secretario;20
2;48;1160000.0;1;0;23;F;secretario;20
12;48;1160000.0;1;0;33;F;secretario;20
10;48;3000000.0;1;0;7;F;secretario;20
12;48;4500000.0;1;1;12;M;secretario;20
12;48;3600000.0;1;0;18;F;secretario;20
12;48;1540000.0;1;1;17;M;secretario;20
12;40;1160000.0;1;1;43;M;secretario;20
12;48;1900000.0;1;1;57;M;secretario;20
12;40;1800000.0;1;1;73;M;secretario;20
12;48;4200000.0;1;1;27;M;secretario;20
12;48;1160000.0;1;1;57;M;secretario;20
10;48;1160000.0;1;1;7;M;secretario;20
12;48;1800000.0;1;0;28;F;secretario;20
12;48;1500000.0;1;0;43;F;secretario;20
12;45;2200000.0;1;1;56;M;secretario;20
12;48;1160000.0;1;0;75;F;secretario;20
12;48;1160000.0;1;0;37;F;secretario;20
12;70;1835072.0;1;0;39;F;secretario;20
12;48;1640000.0;1;1;15;M;secretario;20
12;48;1650000.0;1;0;69;F;secretario;20
12;32;781000.0;1;1;62;M;secretario;20
10;48;1500000.0;1;1;40;M;secretario;20
12;48;1700000.0;1;0;50;F;secretario;20
12;48;1200000.0;1;1;49;M;secretario;20
12;48;1700000.0;1;0;32;F;secretario;20
12;48;2000000.0;1;0;38;F;secretario;20
12;48;1600000.0;1;0;18;F;secretario;20
12;49;1800000.0;1;1;60;M;secretario;20
12;48;1640000.0;1;1;55;M;secretario;20
12;40;2300000.0;1;1;49;M;secretario;20
12;48;3000000.0;1;0;59;F;secretario;20
12;48;1160000.0;1;1;23;M;secretario;20
12;48;1500000.0;1;0;46;F;secretario;20
12;40;1500000.0;1;0;52;F;secretario;20
12;40;1300000.0;1;0;48;F;secretario;20
12;48;2500000.0;1;0;19;F;secretario;20
12;30;800000.0;1;0;45;F;secretario;20
6;48;1200000.0;1;0;41;F;secretario;20
12;40;1160000.0;1;1;45;M;secretario;20
12;40;900000.0;1;0;20;F;secretario;20
12;48;6900000.0;1;1;16;M;secretario;20
12;40;2600000.0;1;0;58;F;secretario;20
12;40;2700000.0;1;0;65;F;secretario;20
12;55;1500000.0;1;1;62;M;secretario;20
12;48;1700000.0;1;1;38;M;secretario;20
12;40;6000000.0;1;1;31;M;secretario;20
12;48;1160000.0;1;0;58;F;secretario;20
11;40;1560000.0;1;0;41;F;secretario;20
12;48;3500000.0;1;0;30;F;secretario;20
12;48;1400000.0;1;0;43;F;secretario;20
12;40;900000.0;1;1;51;M;secretario;20
12;40;2300000.0;1;1;81;M;secretario;20
12;48;1250000.0;1;0;68;F;secretario;20
12;48;1300000.0;1;1;69;M;secretario;20
12;48;1160000.0;1;0;76;F;secretario;20
12;48;1200000.0;1;1;40;M;secretario;20
12;40;1200000.0;2;1;41;M;secretario;20
12;44;2900000.0;2;0;64;F;secretario;20
6;48;580000.0;1;1;96;M;secretario;20
12;48;3200000.0;1;1;20;M;secretario;20
12;48;1350000.0;1;1;49;M;secretario;20
12;48;1200000.0;1;1;19;M;secretario;20
12;48;1160000.0;1;0;51;F;secretario;20
12;48;1300000.0;1;0;44;F;secretario;20
9;40;800000.0;1;0;18;F;secretario;20
12;48;1000000.0;1;0;36;F;secretario;20
12;40;1300000.0;1;1;16;M;secretario;20
12;40;1700000.0;1;1;27;M;secretario;20
12;44;1160000.0;1;0;74;F;secretario;20
11;48;1160000.0;1;1;34;M;secretario;20
11;48;1160000.0;1;0;24;F;secretario;20
12;40;2200000.0;1;1;31;M;secretario;20
12;48;1700000.0;2;0;50;F;secretario;20
12;40;2000000.0;2;1;27;M;secretario;20
2;48;800000.0;2;1;42;M;secretario;20
6;48;1160000.0;2;0;78;F;secretario;20
12;48;2000000.0;1;0;14;F;secretario;20
12;48;900000.0;1;0;31;F;secretario;20
3;48;1160000.0;1;0;64;F;secretario;20
12;40;2000000.0;1;1;42;M;secretario;20
12;48;1600000.0;1;0;70;F;secretario;20
12;48;1160000.0;1;1;74;M;secretario;20
12;48;1960000.0;1;1;66;M;secretario;20
12;48;1200000.0;1;1;86;M;secretario;20
12;48;1160000.0;1;1;41;M;secretario;20
12;48;2600000.0;1;0;44;F;secretario;20
11;48;1300000.0;1;1;67;M;secretario;20
12;40;2500000.0;1;0;62;F;secretario;20
12;48;2800000.0;1;1;57;M;secretario;20
11;40;1250000.0;1;0;33;F;secretario;20
12;48;700000.0;1;1;51;M;secretario;20
12;48;1160000.0;1;0;82;F;secretario;20
12;48;1200000.0;1;0;62;F;secretario;20
12;48;1700000.0;1;0;95;F;secretario;20
5;48;1300606.0;1;0;23;F;secretario;20
7;48;1160000.0;1;1;7;M;secretario;20
12;40;2400000.0;1;0;20;F;secretario;20
12;48;1160000.0;1;0;51;F;secretario;20
12;48;1160000.0;1;1;78;M;secretario;20
12;40;2000000.0;2;1;62;M;secretario;20
12;45;3000000.0;1;1;18;M;secretario;20
12;35;1560000.0;2;1;8;M;secretario;20
12;48;3000000.0;2;0;87;F;secretario;20
12;48;1350000.0;1;1;81;M;secretario;20
12;48;1160000.0;1;0;28;F;secretario;20
12;48;1600000.0;1;1;36;M;secretario;20
12;24;638000.0;1;1;30;M;secretario;20
1;48;2900000.0;1;1;27;M;secretario;20
12;48;1500000.0;1;0;12;F;secretario;20
12;48;1300000.0;1;0;37;F;secretario;20
12;48;800000.0;1;0;40;F;secretario;20
12;40;2360000.0;1;1;19;M;secretario;20
12;48;1160000.0;1;0;9;F;secretario;20
12;48;1160000.0;1;0;30;F;secretario;20
12;40;1160000.0;1;0;15;F;secretario;20
12;48;1000000.0;1;0;32;F;secretario;20
8;48;1160000.0;1;1;33;M;secretario;20
12;48;3700000.0;1;0;8;F;secretario;20
12;40;4000000.0;1;0;20;F;secretario;20
12;48;2000000.0;1;0;13;F;secretario;20
12;45;1400000.0;1;1;27;M;secretario;20
4;48;1160000.0;1;1;81;M;secretario;20
12;40;2500000.0;1;1;40;M;secretario;20
10;48;1160000.0;1;0;51;F;secretario;20
12;48;1400000.0;1;1;66;M;secretario;20
12;50;1800000.0;1;0;47;F;secretario;20
12;48;1700000.0;1;0;40;F;secretario;20
12;48;1300000.0;1;0;27;F;secretario;20
12;48;1160000.0;1;0;42;F;secretario;20
12;40;1400000.0;1;0;56;F;secretario;20
12;48;1300000.0;1;1;53;M;secretario;20
11;48;1160000.0;1;1;9;M;secretario;20
12;40;2100000.0;1;0;32;F;secretario;20
2;24;600000.0;1;1;55;M;secretario;20
12;48;1160000.0;1;1;43;M;secretario;20
12;48;1600000.0;1;0;61;F;secretario;20
12;48;1160000.0;1;0;45;F;secretario;20
12;48;1160000.0;1;0;35;F;secretario;20
12;48;1160000.0;1;0;24;F;secretario;20
5;46;1700000.0;1;0;48;F;secretario;20
12;48;1160000.0;1;0;42;F;secretario;20
12;48;1160000.0;1;0;19;F;secretario;20
12;48;2300000.0;1;1;57;M;secretario;20
12;55;1500000.0;1;1;44;M;secretario;20
11;48;1160000.0;1;1;12;M;secretario;20
1;48;1200000.0;1;0;12;F;secretario;20
12;48;1300000.0;1;1;40;M;secretario;20
12;40;1200000.0;1;0;53;F;secretario;20
12;48;1160000.0;1;1;58;M;secretario;20
12;48;1000000.0;1;1;13;M;secretario;20
2;40;800000.0;1;0;51;F;secretario;20
12;40;1160000.0;2;1;67;M;secretario;20
12;48;1200000.0;1;1;56;M;secretario;20
12;40;1300000.0;1;1;44;M;conserje;17
12;48;1200000.0;1;0;59;F;conserje;17
12;48;1160000.0;1;1;13;M;conserje;17
8;70;300000.0;1;1;12;M;conserje;17
12;60;1100000.0;1;1;38;M;abad;0
12;50;3600000.0;1;0;80;F;abad;0
12;60;4000000.0;1;0;11;F;abad;0
5;24;400000.0;1;1;57;M;abad;0
12;48;1300000.0;1;1;13;M;abad;0
12;56;1000000.0;1;0;20;F;abad;0
12;70;1500000.0;1;0;57;F;abad;0
12;48;3000000.0;1;1;39;M;abad;0
12;40;1160000.0;1;1;54;M;abad;0
12;40;700000.0;1;0;11;F;abad;0
12;46;4000000.0;1;1;46;M;abad;0
12;28;850000.0;1;0;72;F;abad;0
12;30;450000.0;1;0;42;F;abad;0
12;50;1500000.0;1;0;54;F;abad;0
12;50;1500000.0;1;0;31;F;abad;0
12;48;3800000.0;1;0;42;F;abad;0
12;48;2560000.0;1;1;27;M;abad;0
12;60;2700000.0;2;1;6;M;abad;0
12;40;800000.0;1;0;41;F;abad;0
12;60;1000000.0;1;0;36;F;abad;0
12;48;1300000.0;1;0;15;F;abad;0
12;48;3000000.0;1;0;60;F;abad;0
12;48;1500000.0;1;1;27;M;abad;0
12;100;2900000.0;1;0;21;F;abad;0
12;5;200000.0;1;1;67;M;abad;0
12;48;1300000.0;1;0;68;F;abad;0
12;50;5000000.0;1;0;75;F;apuntador;7
12;48;1000000.0;1;1;21;M;apuntador;7
12;20;500000.0;1;0;30;F;apuntador;7
12;15;800000.0;1;0;49;F;apuntador;7
6;30;800000.0;2;0;14;F;apuntador;7
12;40;1300000.0;1;0;28;F;apuntador;7
12;54;400000.0;1;0;32;F;apuntador;7
12;48;600000.0;1;0;21;F;apuntador;7
12;30;700000.0;1;0;29;F;apuntador;7
12;30;200000.0;1;0;11;F;apuntador;7
12;20;300000.0;1;1;10;M;apuntador;7
12;60;3000000.0;1;0;13;F;cantero;13
12;84;3500000.0;1;0;36;F;cantero;13
12;48;600000.0;1;1;62;M;cantero;13
12;48;500000.0;1;0;62;F;cantero;13
12;48;500000.0;1;1;69;M;cantero;13
12;48;720000.0;1;0;29;F;cantero;13
12;48;800000.0;1;0;54;F;cantero;13
12;24;90000.0;1;0;6;F;cantero;13
12;60;1500000.0;1;0;13;F;cantero;13
12;48;100000.0;1;1;35;M;cantero;13
12;48;3500000.0;1;0;79;F;cantero;13
12;48;1160000.0;1;1;6;M;cantero;13
12;40;1400000.0;1;0;71;F;cantero;13
12;55;500000.0;1;1;24;M;cantero;13
12;42;1500000.0;1;0;49;F;cantero;13
2;15;200000.0;2;0;85;F;cantero;13
12;60;700000.0;2;0;78;F;cantero;13
12;40;800000.0;2;0;69;F;cantero;13
12;18;240000.0;2;0;44;F;cantero;13
12;48;600000.0;1;0;18;F;cantero;13
12;48;1400000.0;1;1;28;M;cantero;13
12;12;400000.0;1;0;44;F;cantero;13
12;60;240000.0;1;1;61;M;cantero;13
12;60;180000.0;1;0;56;F;cantero;13
12;40;1200000.0;1;0;69;F;cantero;13
12;48;1160000.0;1;1;35;M;cantero;13
10;37;600000.0;1;1;44;M;cantero;13
12;60;1200000.0;1;1;47;M;cantero;13
12;30;100000.0;1;0;75;F;cantero;13
12;48;800000.0;1;1;19;M;cantero;13
12;48;1000000.0;1;0;11;F;cantero;13
12;60;700000.0;1;0;43;F;cantero;13
12;60;2500000.0;1;0;23;F;cantero;13
5;60;2000000.0;1;1;25;M;cantero;13
12;30;400000.0;1;1;6;M;cantero;13
12;40;1300000.0;1;1;51;M;alcalde;3
12;40;1800000.0;1;0;36;F;alcalde;3
12;14;3185000.0;1;1;35;M;alcalde;3
12;48;10000000.0;1;0;6;F;alcalde;3
6;48;9000000.0;1;0;75;F;alcalde;3
12;40;7000000.0;1;0;51;F;alcalde;3
12;30;7350000.0;1;0;19;F;alcalde;3
12;10;900000.0;1;1;36;M;alcalde;3
12;40;1500000.0;1;0;21;F;alcalde;3
12;40;10000000.0;1;0;27;F;alcalde;3
12;60;8000000.0;1;0;16;F;alcalde;3
12;48;2500000.0;1;1;61;M;salvavidas;19
12;48;2200000.0;1;0;38;F;salvavidas;19
12;40;1200000.0;1;1;50;M;salvavidas;19
7;48;1500000.0;1;0;27;F;salvavidas;19
11;48;1400000.0;1;1;79;M;salvavidas;19
12;48;1740000.0;1;1;70;M;salvavidas;19
12;56;1164000.0;1;0;17;F;salvavidas;19
12;40;1500000.0;1;1;33;M;actor;2
12;84;1800000.0;1;0;25;F;actor;2
12;30;1000000.0;1;0;39;F;actor;2
12;62;1000000.0;1;0;7;F;actor;2
12;48;8800000.0;1;0;36;F;ambientalista;5
11;40;2760000.0;1;1;60;M;ambientalista;5
5;48;4200000.0;1;1;10;M;ambientalista;5
12;40;4000000.0;1;0;61;F;ambientalista;5
12;48;2350000.0;1;1;55;M;ambientalista;5
12;48;1624000.0;1;1;51;M;ambientalista;5
12;10;650000.0;1;0;70;F;ambientalista;5
12;48;10000000.0;1;0;7;F;ambientalista;5
12;48;4250000.0;1;1;32;M;ambientalista;5
12;48;4300000.0;1;1;65;M;ambientalista;5
12;60;6000000.0;1;1;41;M;ambientalista;5
12;48;4200000.0;1;0;53;F;ambientalista;5
12;48;500000.0;1;0;50;F;aparejador;6
10;48;1160000.0;1;0;62;F;aparejador;6
12;48;1160000.0;1;1;38;M;aparejador;6
12;48;1160000.0;1;1;55;M;aparejador;6
12;48;1160000.0;1;1;13;M;aparejador;6
12;20;470000.0;1;0;73;F;aparejador;6
12;48;900000.0;1;0;46;F;aparejador;6
12;42;1500000.0;1;1;8;M;aparejador;6
8;30;300000.0;1;0;48;F;aparejador;6
12;48;2600000.0;1;0;74;F;aparejador;6
12;70;1500000.0;1;0;57;F;abad;0
12;60;1000000.0;1;0;36;F;abad;0
12;50;1500000.0;1;0;31;F;abad;0
12;46;4000000.0;1;1;46;M;abad;0
12;48;3000000.0;1;1;39;M;abad;0
12;48;1300000.0;1;0;15;F;abad;0
12;70;1500000.0;1;0;57;F;abad;0
12;48;1300000.0;1;0;68;F;abad;0
12;40;800000.0;1;0;41;F;abad;0
12;48;1500000.0;1;1;27;M;abad;0
12;46;4000000.0;1;1;46;M;abad;0
12;46;4000000.0;1;1;46;M;abad;0
12;100;2900000.0;1;0;21;F;abad;0
12;48;1300000.0;1;0;15;F;abad;0
5;24;400000.0;1;1;57;M;abad;0
12;48;3000000.0;1;1;39;M;abad;0
12;100;2900000.0;1;0;21;F;abad;0
12;60;4000000.0;1;0;11;F;abad;0
12;48;3000000.0;1;0;60;F;abad;0
12;48;1300000.0;1;0;15;F;abad;0
12;50;3600000.0;1;0;80;F;abad;0
12;100;2900000.0;1;0;21;F;abad;0
12;28;850000.0;1;0;72;F;abad;0
12;56;1000000.0;1;0;20;F;abad;0
12;50;3600000.0;1;0;80;F;abad;0
12;48;1300000.0;1;0;15;F;abad;0
12;60;1100000.0;1;1;38;M;abad;0
12;28;850000.0;1;0;72;F;abad;0
12;48;1300000.0;1;0;68;F;abad;0
12;48;3000000.0;1;0;60;F;abad;0
12;28;850000.0;1;0;72;F;abad;0
12;5;200000.0;1;1;67;M;abad;0
12;48;2560000.0;1;1;27;M;abad;0
12;40;700000.0;1;0;11;F;abad;0
12;48;3800000.0;1;0;42;F;abad;0
12;50;1500000.0;1;0;31;F;abad;0
12;50;1500000.0;1;0;31;F;abad;0
12;40;800000.0;1;0;41;F;abad;0
12;28;850000.0;1;0;72;F;abad;0
12;48;1500000.0;1;1;27;M;abad;0
12;60;1000000.0;1;0;36;F;abad;0
12;5;200000.0;1;1;67;M;abad;0
12;60;4000000.0;1;0;11;F;abad;0
12;48;1300000.0;1;1;13;M;abad;0
12;40;800000.0;1;0;41;F;abad;0
12;70;1500000.0;1;0;57;F;abad;0
12;48;1300000.0;1;0;15;F;abad;0
12;40;1160000.0;1;1;54;M;abad;0
12;70;1500000.0;1;0;57;F;abad;0
12;60;2700000.0;2;1;6;M;abad;0
5;24;400000.0;1;1;57;M;abad;0
12;5;200000.0;1;1;67;M;abad;0
12;50;1500000.0;1;0;54;F;abad;0
12;60;2700000.0;2;1;6;M;abad;0
12;48;1300000.0;1;0;68;F;abad;0
12;40;1160000.0;1;1;54;M;abad;0
12;48;1300000.0;1;0;68;F;abad;0
12;48;1300000.0;1;0;15;F;abad;0
12;50;3600000.0;1;0;80;F;abad;0
12;60;1000000.0;1;0;36;F;abad;0
12;50;1500000.0;1;0;31;F;abad;0
12;70;1500000.0;1;0;57;F;abad;0
12;28;850000.0;1;0;72;F;abad;0
12;48;3000000.0;1;1;39;M;abad;0
12;50;1500000.0;1;0;31;F;abad;0
12;60;4000000.0;1;0;11;F;abad;0
12;50;1500000.0;1;0;54;F;abad;0
12;48;2560000.0;1;1;27;M;abad;0
5;24;400000.0;1;1;57;M;abad;0
12;60;2700000.0;2;1;6;M;abad;0
12;48;3000000.0;1;1;39;M;abad;0
5;24;400000.0;1;1;57;M;abad;0
12;50;3600000.0;1;0;80;F;abad;0
12;56;1000000.0;1;0;20;F;abad;0
12;48;3000000.0;1;0;60;F;abad;0
12;40;700000.0;1;0;11;F;abad;0
5;24;400000.0;1;1;57;M;abad;0
12;48;3000000.0;1;0;60;F;abad;0
12;60;2700000.0;2;1;6;M;abad;0
12;48;1300000.0;1;0;68;F;abad;0
12;28;850000.0;1;0;72;F;abad;0
12;50;3600000.0;1;0;80;F;abad;0
12;40;700000.0;1;0;11;F;abad;0
5;24;400000.0;1;1;57;M;abad;0
12;50;1500000.0;1;0;54;F;abad;0
12;48;3800000.0;1;0;42;F;abad;0
12;50;1500000.0;1;0;31;F;abad;0
12;48;3000000.0;1;1;39;M;abad;0
12;50;1500000.0;1;0;54;F;abad;0
12;48;1500000.0;1;1;27;M;abad;0
12;5;200000.0;1;1;67;M;abad;0
12;48;3000000.0;1;1;39;M;abad;0
12;48;1300000.0;1;0;15;F;abad;0
12;48;3800000.0;1;0;42;F;abad;0
12;30;450000.0;1;0;42;F;abad;0
12;60;2700000.0;2;1;6;M;abad;0
12;50;1500000.0;1;0;31;F;abad;0
12;48;1300000.0;1;0;15;F;abad;0
12;100;2900000.0;1;0;21;F;abad;0
12;48;1300000.0;1;0;68;F;abad;0
12;5;200000.0;1;1;67;M;abad;0
12;30;450000.0;1;0;42;F;abad;0
12;40;1160000.0;1;1;54;M;abad;0
12;50;1500000.0;1;0;31;F;abad;0
12;30;450000.0;1;0;42;F;abad;0
12;60;1100000.0;1;1;38;M;abad;0
12;5;200000.0;1;1;67;M;abad;0
12;70;1500000.0;1;0;57;F;abad;0
12;40;1160000.0;1;1;54;M;abad;0
12;100;2900000.0;1;0;21;F;abad;0
12;60;1100000.0;1;1;38;M;abad;0
12;28;850000.0;1;0;72;F;abad;0
12;48;3000000.0;1;1;39;M;abad;0
12;100;2900000.0;1;0;21;F;abad;0
12;46;4000000.0;1;1;46;M;abad;0
12;40;800000.0;1;0;41;F;abad;0
12;48;2560000.0;1;1;27;M;abad;0
12;48;3000000.0;1;1;39;M;abad;0
12;60;4000000.0;1;0;11;F;abad;0
12;60;4000000.0;1;0;11;F;abad;0
12;60;1100000.0;1;1;38;M;abad;0
12;48;1300000.0;1;1;13;M;abad;0
12;40;700000.0;1;0;11;F;abad;0
12;70;1500000.0;1;0;57;F;abad;0
12;48;1300000.0;1;0;68;F;abad;0
12;40;1160000.0;1;1;54;M;abad;0
12;70;1500000.0;1;0;57;F;abad;0
12;40;1160000.0;1;1;54;M;abad;0
12;48;3000000.0;1;1;39;M;abad;0
12;28;850000.0;1;0;72;F;abad;0
12;50;3600000.0;1;0;80;F;abad;0
12;60;1100000.0;1;1;38;M;abad;0
12;48;3800000.0;1;0;42;F;abad;0
12;48;1500000.0;1;1;27;M;abad;0
12;48;1500000.0;1;1;27;M;abad;0
12;100;2900000.0;1;0;21;F;abad;0
